motif,counts,distance,mds,ks_stat,pval_distance,pval_mds,pval_ks
HO_RREB1_HUMAN.H10MO.D,2884.0,48.0411935963,0.00985645624583,0.0824700749956,0.145208247071,0.249071296167,0.000101503848592
HO_IKZF1_HUMAN.H10MO.C,80922.0,11.1083531932,-0.00679253646105,0.015164683217,0.0874850888688,0.000157356306711,0.000179595029135
HO_SNAI2_HUMAN.H10MO.C,74454.0,12.2651041817,-0.00525200661059,0.0144642083637,0.0565708619342,0.0147791630947,0.000817854763982
HO_BRCA1_HUMAN.H10MO.D,6208.0,38.5918041195,-0.0199895445439,0.0480436208225,0.0810966128035,0.00912250248921,0.00148655609006
HO_THA_HUMAN.H10MO.C,15894.0,18.3028195198,-0.0070446551845,0.0294891175519,0.218863839892,0.0647727193838,0.00194626132354
HO_CLOCK_HUMAN.H10MO.D,1937.0,56.4327502686,0.00260606837059,0.0834374638931,0.102386870571,0.858052405671,0.00222156337015
HO_FOXL1_HUMAN.H10MO.D,16038.0,-5.1418580718,0.00054969977696,0.0266897533457,0.723381879228,0.884567972681,0.00647124007912
HO_RX_HUMAN.H10MO.D,2944.0,39.1721225214,-0.0145629275408,0.061207746461,0.25281165811,0.115579224504,0.00769261864846
HO_TBX15_HUMAN.H10MO.D,12951.0,12.2203433491,-0.00363720318542,0.0289328802185,0.3696559848,0.468631045661,0.00865722554027
HO_VDR_HUMAN.H10MO.S,151382.0,7.12183189276,-0.00325881831943,0.00846516581259,0.12309879858,0.0199188898141,0.00876449735596
HO_PAX5_HUMAN.H10MO.S,73883.0,10.4682043126,-0.00196580924442,0.0120919819541,0.119585575431,0.308023028993,0.00894149466429
HO_SOX18_HUMAN.H10MO.D,1853.0,49.5130431152,-0.0229831572203,0.0746247671271,0.196419904272,0.0954438974451,0.0110832793445
HO_LMX1B_HUMAN.H10MO.D,3304.0,-27.7704014443,0.00350452906517,0.054721713797,0.39542266109,0.641874779839,0.013659687057
HO_FEV_HUMAN.H10MO.C,3657.0,-37.7730153929,0.00439425346147,0.0510969363158,0.183958716128,0.67400031425,0.0162914038595
HO_PAX7_HUMAN.H10MO.D,239.0,-118.961483094,0.0134035087719,0.19654581787,0.313318536378,0.648137608082,0.0176742901889
HO_PBX2_HUMAN.H10MO.C,668.0,-62.2738772365,0.0304534563045,0.117931737137,0.381680081378,0.114176155386,0.0184924630194
HO_HMGA1_HUMAN.H10MO.D,85639.0,7.94899237564,-0.0018558127927,0.0102564399405,0.208216618356,0.281454056938,0.0219741501142
HO_GLIS1_HUMAN.H10MO.D,78.0,-70.6040898283,0.0922874093606,0.327777777778,0.683703062351,0.179760318367,0.025874793862
HO_NFAC1_HUMAN.H10MO.S,758.0,-48.4122971551,0.00371969908052,0.106069200227,0.443227138376,0.856888704554,0.0263380768169
HO_IRF2_HUMAN.H10MO.C,721.0,-65.8836310238,0.0317684242985,0.107403100775,0.285063171989,0.181840002417,0.0294296214517
HO_EPAS1_HUMAN.H10MO.D,1414.0,52.5225130026,-0.0214411811908,0.0768930546586,0.244577259594,0.172124893775,0.0294317072192
HO_IRF5_HUMAN.H10MO.D,157.0,-111.293605019,0.0115222330412,0.226273726274,0.399665305784,0.806022899696,0.0316782364592
HO_LHX4_HUMAN.H10MO.D,2794.0,31.1948007622,-0.00905990133897,0.0538871198543,0.378564997513,0.286627766276,0.0334476711221
HO_EMX1_HUMAN.H10MO.D,1089.0,41.8023893065,-0.0147598488937,0.085530413823,0.472068484195,0.195416883588,0.035290494368
HO_TFDP1_HUMAN.H10MO.D,18749.0,-12.4557266432,-0.00376394786842,0.0206406509798,0.104709146888,0.506991336798,0.0363572700798
HO_MAZ_HUMAN.H10MO.A,26574.0,-10.9777142898,0.00369775769806,0.0172739036419,0.127765371805,0.410209558583,0.0375136328275
HO_ATF7_HUMAN.H10MO.D,241.0,-96.9855138766,0.095880975341,0.177826026054,0.221731054691,0.0368257343002,0.0400559651483
HO_RARG_HUMAN.H10MO.S,52729.0,10.092521613,-0.00529171611073,0.012091890349,0.203923123957,0.0207740526071,0.0420430910631
HO_TFAP4_HUMAN.H10MO.C,1139.0,-43.0010962262,0.0340931517663,0.0816153489092,0.369733897361,0.0788383288863,0.0428422919761
HO_ETV6_HUMAN.H10MO.D,454.0,-25.5482111801,0.0664143619602,0.128681077694,0.589281371497,0.110474774067,0.0432309220221
HO_NR2E1_HUMAN.H10MO.D,148.0,139.238979833,0.0487179487179,0.223978919631,0.332026075581,0.259264584114,0.0438369553726
HO_TF7L2_HUMAN.H10MO.A,859.0,54.1535613996,-0.000776077282101,0.0929869903273,0.348259962396,0.968624956927,0.0463060238671
HO_RARB_HUMAN.H10MO.D,30324.0,12.5913289888,-0.00901111900295,0.0156610010531,0.237524462756,0.00166818962933,0.048111357843
HO_BARH2_HUMAN.H10MO.D,1159.0,28.1304535047,0.00802298946814,0.0796024677725,0.59158612622,0.605012703221,0.0492044623769
HO_MIXL1_HUMAN.H10MO.D,432.0,3.22324660122,-0.0396226415094,0.129455300915,0.97110561526,0.105331739253,0.0497835322456
HO_FOXD2_HUMAN.H10MO.D,1707.0,-44.2814413918,0.00375297642752,0.0649428230073,0.31322524481,0.740162859803,0.0526052953807
HO_PRGR_HUMAN.H10MO.S,56431.0,-3.71334414099,-0.0034298591165,0.0113248170591,0.616273130501,0.153596648487,0.0532754365135
HO_LHX3_HUMAN.H10MO.C,2251.0,31.2597052286,-0.002210415795,0.0559210110085,0.43023612386,0.816849763935,0.0572472366109
HO_GFI1B_HUMAN.H10MO.C,973.0,-47.9420860566,0.00991237863257,0.0845010615711,0.400628870981,0.523816759508,0.0591774930372
HO_NKX22_HUMAN.H10MO.D,1283.0,-42.8609531129,-0.00895769436736,0.0735536140724,0.390946997192,0.504887163677,0.0598972903611
HO_HLTF_HUMAN.H10MO.D,1012.0,-48.1870864638,0.00864917281532,0.0826738270209,0.381026582552,0.656087174316,0.0602077164919
HO_BHE22_HUMAN.H10MO.D,542.0,-30.1401392827,-0.00638716017032,0.112537982428,0.701789140382,0.765528341131,0.0611150285326
HO_IRF3_HUMAN.H10MO.C,1236.0,-50.883334975,0.0310402684564,0.074244157757,0.28781301545,0.0814145119551,0.0637599951569
HO_GCR_HUMAN.H10MO.S,30945.0,-4.45327687619,-0.000631903876751,0.0148629210921,0.65284664539,0.850412494162,0.0649788720519
HO_FOXG1_HUMAN.H10MO.D,20500.0,-3.49501709837,0.00160219527308,0.0182119844118,0.785210489997,0.640396662197,0.0660211912918
HO_TBX1_HUMAN.H10MO.D,3201.0,25.1774470368,-0.00785097091889,0.0459260770624,0.337536514875,0.483135426279,0.0665249731006
HO_NR6A1_HUMAN.H10MO.B,265.0,-64.4540119358,0.0607513988809,0.156927536232,0.548405271965,0.0674919917554,0.0710207151482
HO_PROP1_HUMAN.H10MO.D,1075.0,-63.1928740961,0.031622800025,0.0781974033926,0.250876128866,0.0509725413773,0.0717834708484
HO_EVI1_HUMAN.H10MO.B,369.0,107.54493979,-0.0426639223758,0.132839902503,0.226242875722,0.127987857698,0.0719643824932
HO_HXB7_HUMAN.H10MO.C,299.0,-71.2898938624,0.0025069388486,0.146778584392,0.496035765302,0.923296049179,0.0739974218956
HO_HXA5_HUMAN.H10MO.D,299.0,-71.2898938624,0.0025069388486,0.146778584392,0.496035765302,0.923296049179,0.0739974218956
HO_CR3L1_HUMAN.H10MO.D,175.0,-91.6055147876,0.0196078431373,0.190877474585,0.443672495411,0.711025407079,0.0751559462141
HO_ETV4_HUMAN.H10MO.B,8084.0,-16.0654413352,-0.00436074547959,0.028358755231,0.392329984113,0.539352455665,0.0762236978159
HO_SRF_HUMAN.H10MO.A,1301.0,45.5278407212,-0.0280556146698,0.0704062996608,0.367837561742,0.0507329933109,0.0765445538755
HO_EMX2_HUMAN.H10MO.D,1220.0,32.5133969048,-0.0129872922934,0.0722731686266,0.549889576159,0.257175374482,0.0794089834656
HO_PAX3_HUMAN.H10MO.D,203.0,-72.4176618297,0.00262594825909,0.175892857143,0.589527065053,0.912133435729,0.0796673672491
HO_ATF1_HUMAN.H10MO.B,544.0,-46.0154295889,0.0382535820492,0.107724988766,0.385954770042,0.210158830437,0.0803031804582
HO_DUXA_HUMAN.H10MO.D,598.0,53.7388041632,0.017858545067,0.102701359715,0.473212967392,0.430862619125,0.0814522959242
HO_SPZ1_HUMAN.H10MO.D,173.0,81.9507742945,-0.0380595014741,0.188888888889,0.44302561736,0.52464691643,0.0839203495558
HO_PAX1_HUMAN.H10MO.D,28.0,-215.128034074,0.0666666666667,0.464285714286,0.485136538788,0.343112959976,0.0852643247949
HO_NOBOX_HUMAN.H10MO.C,2696.0,20.9496271677,0.00084459133947,0.0478338832622,0.542057356987,0.936950656062,0.0891771542325
HO_BHE41_HUMAN.H10MO.D,526.0,55.9498474268,-0.00380228136882,0.106870229008,0.427277648897,0.891681923322,0.0937167954978
HO_MNT_HUMAN.H10MO.D,10319.0,14.9210139086,-0.00612159458619,0.0241514333819,0.351063867683,0.307197439456,0.0972785895529
HO_SUH_HUMAN.H10MO.C,2592.0,29.8666797677,-0.0330342327388,0.0478056052475,0.355910388984,0.00935710925778,0.100712231708
HO_ZN784_HUMAN.H10MO.D,289.0,56.2303029606,-0.00646551724138,0.1418997669,0.587057743824,0.824510439749,0.101485575365
HO_NKX23_HUMAN.H10MO.D,733.0,-48.3198401889,-0.011393083728,0.0891883797544,0.461238687119,0.558306481953,0.103405342028
HO_BHE23_HUMAN.H10MO.D,361.0,48.6406001437,-0.0262573964497,0.126090750436,0.591995261136,0.34397862377,0.107653312946
HO_PAX8_HUMAN.H10MO.D,415.0,-80.5009695216,0.068516447675,0.117266525523,0.326551293334,0.0338017172305,0.109550393872
HO_COT1_HUMAN.H10MO.S,538.0,-22.8326144896,0.031899601946,0.102791895843,0.760390500968,0.210593461224,0.11056945471
HO_GATA6_HUMAN.H10MO.S,88924.0,-5.66875969279,0.00219428603217,0.00805943936862,0.342554284323,0.235814318809,0.1108822879
HO_ETV7_HUMAN.H10MO.D,294.0,-100.382679503,0.0106289162219,0.138622247318,0.267990745569,0.80391920711,0.111695223641
HO_HXA13_HUMAN.H10MO.C,447.0,-49.3228362287,-0.00901225666907,0.11243584044,0.552527043626,0.76045312008,0.112066215861
HO_NR0B1_HUMAN.H10MO.D,696.0,65.3279071178,-0.0473044397463,0.090221192262,0.223354204316,0.106208803019,0.112309347817
HO_NR4A1_HUMAN.H10MO.C,2215.0,-35.0344215902,0.0215639818155,0.0503290800949,0.339769477518,0.0878258206137,0.117703761885
HO_CEBPA_HUMAN.H10MO.A,823.0,-54.669444544,0.0170798995927,0.0822476054495,0.40578930957,0.346607184386,0.119230837208
HO_MEF2C_HUMAN.H10MO.C,2295.0,24.1833558663,-0.00602495749683,0.0492298739738,0.529737363364,0.557062450682,0.121069604306
HO_HTF4_HUMAN.H10MO.B,9010.0,13.2503538972,0.000826933958332,0.0247966494811,0.484802311517,0.889098213523,0.123788560055
HO_LMX1A_HUMAN.H10MO.D,3507.0,13.9126662721,-0.000846960925959,0.0395569414161,0.661757289175,0.906523993626,0.125923087858
HO_VAX2_HUMAN.H10MO.D,292.0,-55.0948579841,0.00103213699273,0.135939878234,0.589597788631,0.97334752853,0.126080463602
HO_NANOG_HUMAN.H10MO.S,6250.0,-18.3320797131,0.00746275610792,0.029586921701,0.419085325322,0.283787246516,0.12760462793
HO_SOX13_HUMAN.H10MO.D,17870.0,6.3129739279,-0.000413360052426,0.0175037787061,0.632653622941,0.920149739842,0.128184421027
HO_JDP2_HUMAN.H10MO.D,173.0,-132.235349413,0.123262032086,0.175287356322,0.107130310867,0.0502660983683,0.129452157698
HO_PRRX2_HUMAN.H10MO.C,54191.0,-5.44923417792,-3.66280060658e-05,0.0100278648942,0.484094140528,0.987047217687,0.130372196675
HO_P63_HUMAN.H10MO.S,819.0,44.6806281087,-0.0477455322502,0.0809400417476,0.455394086632,0.0236473636858,0.131486595017
HO_ZN639_HUMAN.H10MO.D,1265.0,-17.7178611513,0.0403074615673,0.0648417948474,0.393966375161,0.11818785998,0.135324267683
HO_ARNT2_HUMAN.H10MO.D,548.0,54.0567907563,0.0294401544402,0.0985346748599,0.388105697112,0.347285787535,0.135416701168
HO_P63_HUMAN.H10MO.A,349.0,54.1168504212,-0.0223399355136,0.122844971044,0.540943523957,0.529954057942,0.135998397757
HO_SMAD4_HUMAN.H10MO.C,630.0,48.653999331,0.00374909296138,0.0914042294234,0.496534349246,0.869717390419,0.137416522911
HO_ELF1_HUMAN.H10MO.A,656.0,-40.5180834842,0.0611607142857,0.0896083844102,0.403715431705,0.0717007233271,0.137466785982
HO_SOX3_HUMAN.H10MO.D,653.0,-56.7033587982,0.00696169187928,0.0895838855023,0.425109314161,0.740633822364,0.140192077082
HO_SHOX2_HUMAN.H10MO.D,2664.0,20.5898881529,-0.00229293805516,0.0442737146341,0.571846715925,0.790868786174,0.143521065857
HO_TGIF1_HUMAN.H10MO.S,70914.0,-3.49214901898,0.0049046797913,0.00861062188548,0.596758390748,0.0223480827818,0.143590514768
HO_TYY1_HUMAN.H10MO.A,956.0,31.1249590921,-0.0401323429523,0.0737370181306,0.248408635476,0.203019654622,0.14366134756
HO_SMAD3_HUMAN.H10MO.C,1071.0,-37.0303468015,0.0214922895583,0.0694823651307,0.490891305446,0.244773373949,0.145467500992
HO_EGR3_HUMAN.H10MO.D,376.0,-93.3376796652,0.0284090909091,0.116841349605,0.278161251857,0.382870729098,0.146701976988
HO_NFKB1_HUMAN.H10MO.B,439.0,75.3439704823,-0.0889161333223,0.107369039131,0.292195302594,0.012408899514,0.151604195152
HO_BACH1_HUMAN.H10MO.A,340.0,-88.9058050188,0.0396899546697,0.121568627451,0.301594218245,0.270938918977,0.153036386483
HO_ESR2_HUMAN.H10MO.S,18153.0,-1.57500361019,0.00554121014516,0.0167066389607,0.901399665501,0.22128985969,0.157316823
HO_BPTF_HUMAN.H10MO.D,7906.0,11.2385295833,-0.00402105531669,0.025293806052,0.585402412494,0.477895853573,0.157488156255
HO_MITF_HUMAN.H10MO.C,1033.0,-47.4395527216,0.0239795458641,0.069666817428,0.373710548782,0.211918128894,0.158022850243
HO_MEF2B_HUMAN.H10MO.D,205.0,75.1395932559,-0.0187911662146,0.156225296443,0.563168733858,0.619102387042,0.159592136528
HO_BARX1_HUMAN.H10MO.D,181.0,-41.159674215,0.0213675213675,0.16429463171,0.745335565285,0.563467539339,0.161587515884
HO_FOXA2_HUMAN.H10MO.A,1198.0,48.0949301543,-0.0163709407432,0.0643903449473,0.352181509157,0.308122658752,0.161926738305
